,case number,Timestamp,Who was the member adjudicating the decision?,What was the location of the landlord tenant board?,Did the decision state the landlord was represented?,Did the decision state the landlord attended the hearing?,Did the decision state the tenant was represented?,Did the decision state the tenant attended the hearing?,Did the decision state the landlord was a not-for-profit landlord (e.g. Toronto Community Housing)?,Did the decision state the tenant was collecting a subsidy?,What was the outcome of the case?,"What was the length of the tenancy, or in other words, how long had the tenants lived at the residence in question? ",What was the monthly rent?,What was the amount of the rental deposit? ,"If any rent increases occurred, what was the rent after the increase(s)?",What was the total amount of arrears?,Over how many months did the arrears accumulate? ,"If the tenant made a payment on the arrears after the eviction notice was served and/or prior to the hearing, what was the amount of the payment? ","Did the decision mention a history of arrears by the tenant separate from the arrears in the current claim (more than one period of arrears, recurrently coming in and out of arrears, arrears with previous landlord, etc.)?","Did the member find the tenant had or seemed to have the ability to pay rent, but chose not do so?","What were the specific mental, medical, or physical conditions of the tenant, if any? ",Did the decision state that the tenant had children living with them?,Was the tenant employed at the time of the hearing?,"If the tenant was not employed, did the decision state the tenant was receiving any form of government assistance (e.g. OW, childcare benefits, ODSP, OSAP)?","If the tenant was employed, did the decision state any doubts about the stability of employment e.g. lack of guaranteed hours, contract work, etc.?",Did the member find the tenant had sufficient income to pay rent?,Did the decision mention the tenant lost their job leading up to or during the period of the hearing?,"Did the decision mention any other extenuating circumstances experienced by the tenant leading up to or during the period of the claim (e.g. hospitalization, death in the family, etc.)?","Did the decision mention the tenant’s difficulty finding alternative housing for any reason e.g.physical limitations, reliance on social assistance, etc.?",Did the decision state the tenant was given prior notice for the eviction?,Did the decisions state postponement would result in the tenant accruing additional arrears?,Which other specific applications of the landlord or the tenant were mentioned?,Did the decision mention the validity of an N4 eviction notice?,Payment Plan
432,TEL-91121-18,1/14/2021 18:47:18,Laura Hartslief,Toronto,1,0,0,1,0,0,No relief,108.0,1595.9445741324917,1140.82,0,1309.48,4.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,[],0,0.0
433,TEL-91207-18,1/14/2021 18:53:17,Elana Rose,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,850.0,0,3058.48,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
434,TEL-91208-18,1/14/2021 18:55:35,Elana Rose,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1189.0,0,1572.5,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
435,TEL-91380-18,1/14/2021 19:01:13,Thomas F. Fagan,Belleville,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,11400.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
436,TEL-91480-18   ,1/14/2021 19:05:47,Laura Hartslief,Toronto,1,0,0,0,0,0,Notice of termination was found to be invalid so Landlord requested consent of Board to withdraw application of non-payment of rent which was granted.,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
437,TEL-91570-18,1/14/2021 19:07:50,Shelby Whittick,Whitby ,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1500.0,0,7500.0,5.0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,[],0,0.0
438,TNL-20505-19,1/2/2021 2:45:49,Nancy Morris,Toronto,1,0,0,1,0,0,No relief,60.0,1595.9445741324917,1678.34,0,6780.48,7.0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,[],0,0.5
439,TEL-91584-18,1/14/2021 19:10:42,Jim McMaster,Whitby ,0,1,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,2050.0,0,6150.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2', 'L8', 'N5', 'N7']",0,0.0
440,TEL-91615-18,1/14/2021 19:12:57,Elana Rose,Whitby,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1300.0,0,3419.19,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2', 'N7']",0,0.0
441,TEL-91770-18   ,1/14/2021 19:25:19,Elana Rose,Whitby ,1,0,1,1,0,0,Payment plan,9.5,1595.9445741324917,1850.0,0,3920.0,4.0,0,0,0,1,1,1,1,-1,1,0,1,0,1,0,[],0,1.0
442,TSL-03289-19,1/2/2021 11:42:21,Ibi Olabode,Toronto,0,1,0,1,0,0,Payment plan,29.0,2067.0,2000.0,0,12402.0,6.0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,"['L1', 'L2']",0,0.0
443,TSL-03592-19,1/2/2021 12:18:50,Renee Lang,Toronto,1,0,0,0,0,0,No relief,50.0,1341.14,650.0,0,11427.14,16.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
444,TSL-03604-19,1/2/2021 12:33:59,Renee Lang,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,265.0,1365.9816966067865,0,1010.4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2', 'N5']",0,0.0
445,TSL-03695-19,1/2/2021 13:06:29,Anna Solomon,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1142.0,1142.0,0,3770.57,17.0,0,0,0,1,0,-1,1,0,0,1,1,1,1,0,['L1'],0,0.0
446,TNL-19132-19,1/2/2021 13:20:28,Nancy Morris,Toronto,1,0,1,0,0,0,No relief,10.0,1221.6,1221.6,0,3664.8,3.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,['N8'],0,0.0
447,TNL-19458-19,1/2/2021 13:26:54,Debbie Mosaheb,Toronto,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,1126.53,1126.53,0,6259.86,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,[],0,0.5
448,TNL-19609-19,1/2/2021 13:34:03,Harry Cho,Toronto,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,11387.96,0,5240.342916006339,6.306049004594181,0,1,0,0,1,1,0,1,0,0,0,1,0,1,[],0,0.5
449,TNL-19746-19,1/2/2021 13:52:57,Debbie Mosaheb,Toronto,1,0,0,1,0,0,Payment plan,28.0,850.0,1365.9816966067865,0,11050.0,13.0,0,0,0,0,0,-1,1,0,0,1,1,0,1,0,[],0,1.0
450,TNL-19786-19,1/2/2021 14:00:48,Debbie Mosaheb,Toronto,1,0,0,1,0,0,No relief,9.0,2306.0,2306.0,0,8728.0,6.0,1,1,1,0,0,1,1,-1,1,1,1,0,1,0,[],0,0.5
451,TSL-94607-18-AM,1/3/2021 9:35:30,Roderick Flynn,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,2350.0,0,13450.0,8.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,"['L2', 'N8']",0,0.0
452,TSL-94693-18,1/3/2021 11:57:20,Ruth Carey,Toronto,1,1,0,1,0,0,Postponement of eviction,19.0,1595.9445741324917,1365.9816966067865,0,4400.0,6.0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,[],0,0.0
453,TSL-94823-18,1/3/2021 12:20:41,Roderick Flynn,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,2075.0,0,5648.51,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['L2'],0,0.0
454,TSL-94942-18,1/3/2021 12:40:40,Roderick Flynn,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,6282.96,6.0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,"['L2', 'N5']",0,0.0
455,EAL-76016-18-RV,1/4/2021 11:08:20,Sylvie Charron,by telephone,1,0,0,1,0,1,"The effect of the decision is essentially to postpone eviction, but the member hasn't said so outright. If the tenant fails to make the payment by the specified date, interest will begin accruing but it's unclear how the landlord can proceed if they want to ""re-evict"" the tenant.  Member found that LL failed to accommodate tenant under the Human Rights Code but ordered arrears be paid nonetheless",180.0,1595.9445741324917,1365.9816966067865,0,4530.0,4.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,[],0,0.0
456,TNL-20320-19,1/4/2021 11:48:34,Nancy Morris,Toronto,1,0,0,0,0,0,No relief,19.0,1069.98,1069.98,0,900.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2', 'N8']",0,0.0
457,TNL-20434-19,1/4/2021 11:53:30,Nancy Morris,Toronto,0,0,0,0,0,0,No relief,120.0,1234.0,1234.0,1,7404.0,6.0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,"['L2', 'N8']",0,0.0
458,CEL-90549-19,1/4/2021 11:59:57,Shelby Whittick,Mississauga,1,1,0,1,0,0,No relief,26.0,2100.0,2100.0,0,12600.0,6.0,0,0,0,1,1,-1,1,0,1,0,1,0,1,0,[],0,0.5
459,TEL-75638-16,1/4/2021 17:23:59,Laura Hartslief,Toronto,1,0,0,1,0,0,Postponement of eviction,36.0,1177.6,1177.6,0,3508.75,3.0,0,1,1,1,1,1,0,-1,1,0,1,0,0,1,[],0,0.5
460,TEL-75638-16,1/31/2021 21:34:22,Laura Hartslief,Toronto,1,0,0,1,0,0,Postponement of eviction,36.0,1177.6,1177.6,0,3508.75,3.0,1,1,1,1,1,1,0,-1,1,0,1,0,1,1,[],0,0.5
461,TEL-75747-16,1/31/2021 21:36:05,Laura Hartslief,Toronto,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1162.0,0,4055.37,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
462,TEL-75909-16,1/31/2021 21:41:15,Laura Hartslief,Toronto,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,994.13,994.13,0,5821.18,12.0,1,0,0,1,0,-1,-1,1,0,1,1,1,1,1,[],0,0.5
463,TEL-76023-16-IN,1/31/2021 21:41:36,Ruth Carey,Toronto,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1250.0,0,6250.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
464,TEL-76039-16,1/31/2021 21:41:59,Ruth Carey,Toronto,1,1,1,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,3780.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
465,TEL-76077-16,1/31/2021 21:42:21,Ruth Carey,Toronto,1,1,0,1,0,0,Postponement of eviction,7.0,1100.0,2250.0,0,4450.0,5.0,0,0,0,1,1,1,-1,-1,1,1,1,0,1,1,[],0,0.5
466,TEL-76211-16,1/31/2021 21:42:42,William Burke,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1460.0,0,7300.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2']",0,0.0
467,TEL-76211-16-RV,1/31/2021 21:43:00,Jim McMaster,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1460.0,0,8760.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"['L1', 'L2']",0,0.0
468,TNL-20646-19,1/4/2021 23:52:56,Nancy Morris,Toronto,0,1,0,1,0,0,Tenant shall pay rent on time from February 2020 - January 2021. Additionally tenant must pay application cost + $20 NSF charges incurred by the Landlord,6.306049004594181,1595.9445741324917,1650.0,0,5240.342916006339,5.0,0,1,1,1,1,1,0,-1,1,0,1,0,1,0,[],0,0.0
469,TNL-20654-19,1/5/2021 0:11:08,Nancy Morris,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1493.07,0,5240.342916006339,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
470,TNL-21134-19,1/5/2021 0:29:37,Lynn Mitchell,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1710.24,0,8516.97,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['N8'],0,0.0
471,TNL-21151-19,1/5/2021 0:55:59,Lynn Mitchell,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,4802.5,4802.5,0,26294.19,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
472,TNL-21271-19,1/5/2021 1:12:40,Egya Sangmuah,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1500.0,0,5989.44,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
473,TEL-76413-17,1/31/2021 21:43:24,Laura Hartslief,Toronto,1,0,1,1,0,0,Postponement of eviction,6.306049004594181,2000.0,2000.0,0,4000.0,3.0,1,0,0,1,1,1,0,-1,0,0,1,0,1,1,[],0,0.0
474,TEL-76447-17-RV,1/31/2021 21:43:46,Ruth Carey,Toronto,1,1,0,1,0,0,Relief not to evict. Tenant has paid all arrears and there was a material error on the landlord's part.,6.306049004594181,1595.9445741324917,1365.9816966067865,0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
475,TEL-76492-17,1/31/2021 21:44:06,Shelby Whittick,Toronto,1,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,900.0,0,5400.0,6.0,0,0,0,0,0,1,0,-1,0,0,1,0,1,0,[],0,0.0
476,TEL-76716-17,1/31/2021 21:44:30,Shelby Whittick,Whitby,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1122.69,0,5240.342916006339,5.0,0,1,0,0,0,-1,1,0,0,1,0,0,1,1,"['L1', 'L2']",0,0.0
477,TEL-76751-17,1/31/2021 21:44:50,Shelby Whittick,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1202.58,0,4786.69,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,[],0,0.0
478,TEL-76924-17,1/31/2021 21:45:11,Jim McMaster,Whitby,0,1,0,0,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1600.0,0,5600.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2']",0,0.0
479,TEL-76933-17,1/31/2021 21:45:38,Laura Hartslief,Lindsay,0,1,0,1,0,0,No relief,12.0,1200.0,1200.0,0,3600.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2', 'N5']",0,0.0
480,TEL-77096-17-RV,1/31/2021 21:46:05,Ruth Carey,Toronto,1,0,0,1,0,1,Postponement of eviction,6.306049004594181,1595.9445741324917,1365.9816966067865,0,186.0,15.0,1,0,0,0,0,-1,1,0,1,0,0,1,1,0,[],0,0.0
481,TEL-77147-17,1/31/2021 21:46:25,Laura Hartslief,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,957.65,975.0,0,976.15,3.0,1,0,1,0,0,1,0,-1,1,0,0,0,1,1,[],0,0.0
482,TEL-77229-17,1/31/2021 21:46:44,Laura Hartslief,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,879.23,0,861.08,4.0,1,0,1,0,0,1,0,-1,1,0,0,0,1,1,[],0,0.0
483,TEL-77442-17; TET-77790-17,1/31/2021 21:47:07,Jim McMaster,Peterborough,0,1,0,1,0,0,Postponement of eviction,6.306049004594181,1250.0,1250.0,0,5400.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'T5', 'T6']",0,0.0
484,TEL-77480-17,1/31/2021 21:47:30,Laura Hartslief,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1445.0,0,1321.36,3.0,1,0,1,0,1,1,0,-1,1,0,1,1,1,1,[],0,0.0
485,TEL-77505-17-RV; TEL-77505-17,1/31/2021 21:47:50,Laura Hartslief,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,959.1,0,729.5,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,['L1'],0,0.0
486,TEL-77731-17,1/31/2021 21:48:13,Laura Hartslief,Whitby,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,1485.0,1250.0,0,1485.0,4.0,1,0,0,0,0,1,0,-1,1,0,0,0,1,1,[],0,0.5
487,TNL-21455-19,1/7/2021 17:10:58,Harry Cho,Toronto,1,0,0,1,0,1,Postponement of eviction,6.306049004594181,1335.97,1305.72,0,4025.49,5.0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,[],0,0.0
488,TNL-21497-19,1/7/2021 17:24:17,Nancy Morris,Toronto,1,0,0,1,0,0,Payment plan,6.306049004594181,1595.9445741324917,1365.9816966067865,0,3286.73,6.0,0,0,0,0,1,1,0,-1,1,0,1,0,1,0,[],0,1.0
489,TNL-21535-19,1/7/2021 17:43:54,Nancy Morris,Toronto,1,0,1,1,0,1,Payment plan,324.0,1595.9445741324917,1365.9816966067865,0,4072.2,5.0,0,1,0,1,1,-1,1,0,1,0,1,0,1,0,[],0,1.0
490,TNL-21766-19,1/7/2021 18:57:43,Harry Cho,Toronto,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1282.68,0,8995.58,11.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.5
491, TNL-21917-19,1/7/2021 19:21:57,Harry Cho,Toronto,1,0,0,1,0,1,Payment plan,6.306049004594181,724.0,1365.9816966067865,0,5226.0,33.0,1,0,0,0,1,-1,1,0,1,0,0,0,1,0,[],0,0.5
492, TNL-22067-19,1/7/2021 19:56:57,Harry Cho,Toronto,1,1,1,1,0,0,"No relief, but arrears calculated based on the lawful monthly rent ($1400), despite the landlord claiming it to be $1500",6.306049004594181,1400.0,1400.0,0,2161.05,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
493,TNL-22453-19,1/7/2021 20:54:57,Debbie Mosaheb,Toronto,1,0,0,1,0,0,No relief,29.46,1138.91,1365.9816966067865,0,4492.34,4.0,0,1,0,0,0,-1,-1,0,0,0,1,0,1,0,[],0,0.0
494,TNL-22476-19,1/7/2021 22:21:20,Harry Cho,Toronto,1,0,0,1,0,1,Payment plan,3.0,1595.9445741324917,94.72,0,3150.03,8.0,1,0,1,0,0,1,0,-1,1,0,1,0,1,0,[],0,1.0
495, TNL-22495-19,1/7/2021 22:36:25,Harry Cho,Toronto,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,2000.0,0,271.61,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,1.0
496, TNL-22838-19,1/7/2021 23:19:23,Nancy Morris,Toronto,1,0,0,1,0,1,Payment plan,48.0,1298.72,1365.9816966067865,0,3439.32,12.0,0,0,0,0,1,1,0,-1,1,0,0,0,1,0,[],0,0.0
497, TNL-22974-19,1/7/2021 23:30:34,Lynn Mitchell,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,2850.0,2850.0,0,4214.73,3.0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,[],0,0.0
498,TNL-22578-19,1/7/2021 23:45:20,Debbie Mosaheb,Toronto,1,0,0,1,0,1,Payment plan,42.07,1560.42,1365.9816966067865,0,4426.66,5.0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,[],0,1.0
499,TNL-20730-19,1/8/2021 11:26:34,Nancy Morris,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,21752.94,11.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,[],0,0.0
500,TNL-20735-19,1/8/2021 11:45:05,Nancy Morris,Toronto,0,1,1,1,0,1,Postponement of eviction,11.3,1595.9445741324917,1750.0,0,6625.71,5.0,0,0,0,1,1,-1,1,0,0,1,1,0,1,1,[],0,0.5
501,TNL-20997-19,1/8/2021 11:57:21,Debbie Mosaheb,Toronto,1,0,0,1,0,0,Payment plan,84.0,1489.37,1407.11,0,641.22,6.0,1,0,0,0,1,1,0,-1,0,0,1,0,1,0,"['L1', 'L2']",0,1.0
502,TNL-04675-18,1/8/2021 18:06:11,Debbie Mosaheb,Toronto,1,0,0,1,0,1,Payment plan,37.0,1263.75,1365.9816966067865,0,2761.25,3.0,0,0,0,0,1,-1,1,0,1,0,1,0,0,0,[],0,1.0
503,TEL-78110-17,1/31/2021 21:48:41,Laura Hartslief,Belleville,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1105.0,0,4409.25,5.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,[],0,0.5
504,TEL-78426-17,1/31/2021 21:49:01,Laura Hartslief,Belleville,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,906.78,0,6311.02,10.0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,"['L1', 'L2']",0,0.0
505,TNL-04707-18,1/8/2021 18:14:48,Sylvia Watson,Newmarket,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,25478.63,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
506,TNL-04777-18,1/8/2021 18:23:03,Debbie Mosaheb,Toronto,1,0,0,1,0,0,Payment plan,24.0,1379.4,1365.9816966067865,0,2169.4,3.0,0,0,0,1,0,-1,-1,0,0,1,1,0,0,0,[],0,1.0
507,TNL-04780-18,1/8/2021 18:29:45,Nancy Morris,Toronto,1,0,0,1,0,0,Payment plan,6.306049004594181,1595.9445741324917,1365.9816966067865,0,1935.6,2.0,0,0,0,1,0,-1,-1,0,1,1,0,0,0,0,[],0,1.0
508,TNL-04887-18,1/8/2021 18:46:13,Nancy Morris,Toronto,1,0,1,1,0,0,No relief,6.306049004594181,1595.9445741324917,1216.73,0,3367.0,2.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,[],0,0.0
509,TNL-04964-18,1/8/2021 18:56:39,Nancy Morris,Toronto,0,1,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1365.9816966067865,0,7144.72,5.0,0,0,0,1,1,-1,1,0,0,0,1,1,0,0,[],0,0.0
510,TNL-05217-18,1/8/2021 19:15:57,Debbie Mosaheb,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1465.92,1400.0,0,3113.16,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['L1', 'L2']",0,0.0
511,TEL-78434-17-RV,1/31/2021 21:49:24,Ruth Carey,Toronto,1,1,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,951.98,0,1470.84,6.0,1,0,0,1,1,1,0,-1,0,0,1,1,1,1,[],0,0.0
512,TNL-05257-18,1/8/2021 19:23:37,Harry Cho,Newmarket,0,1,0,1,0,0,Postponement of eviction,6.306049004594181,1650.0,1650.0,0,4950.0,4.0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,[],0,0.0
513,TEL-78805-17,1/31/2021 21:49:45,William Burke,Toronto,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1850.0,0,3700.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2']",0,0.0
514,TEL-78933-17,1/31/2021 21:50:05,Ruth Carey,Whitby,0,1,0,0,0,0,No relief,6.306049004594181,2100.0,1365.9816966067865,0,10500.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
515,TNL-21180-19,1/11/2021 10:35:22,Debbie Mosaheb,Toronto,1,0,1,0,0,0,No relief,13.72,1781.5,1750.0,0,7063.0,4.0,0,0,1,0,0,1,0,-1,1,0,0,0,1,0,[],0,0.5
516,TNL-21272-19,1/11/2021 10:57:58,Harry Cho,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1572.54,0,4575.26,6.0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,[],0,0.0
517,TNL-21276-19,1/11/2021 11:09:14,Harry Cho,Toronto,1,0,1,0,0,0,Payment plan,52.5,1595.9445741324917,975.0,0,3045.15,7.0,1,0,0,0,0,1,0,-1,1,0,1,0,1,0,[],0,1.0
518,TNL-05317-18,1/13/2021 23:50:20,Nancy Morris,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,975.18,0,6961.39,8.0,0,0,1,1,0,1,-1,-1,1,0,1,0,1,0,[],0,0.5
519,TNL-05465-18,1/13/2021 23:58:14,Nancy Morris,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1900.0,0,8299.18,6.0,0,1,0,0,0,1,0,-1,0,0,0,0,1,0,[],0,0.5
520,TEL-91777-18,1/14/2021 19:37:09,Laura Hartslief,Toronto,1,0,0,1,0,0,Postponement of eviction,14.5,1595.9445741324917,1257.0,0,8869.27,19.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
521,TEL-91777-18-AM,1/14/2021 19:45:43,Laura Hartslief,Toronto,1,0,0,1,0,0,Postponement of eviction,14.5,1595.9445741324917,1257.0,0,8869.27,19.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
522,TEL-91895-18,1/14/2021 19:53:31,Shelby Whittick,Toronto,1,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1125.0,0,4974.06,7.0,0,1,0,0,0,1,0,-1,0,0,0,0,1,0,[],0,0.5
523,TNL-05489-18,1/14/2021 23:13:41,Debbie Mosaheb,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1030.04,0,1200.32,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
524,TNL-05535-18,1/14/2021 23:20:32,Harry Cho,Newmarket,1,1,0,1,1,0,Payment plan,6.306049004594181,1595.9445741324917,1250.0,0,3750.0,2.0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,[],0,0.0
525,TNL-05628-18,1/14/2021 23:30:16,Nancy Morris,Toronto,0,1,1,0,0,0,Postponement of eviction,6.306049004594181,700.0,1365.9816966067865,0,1400.0,2.0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,[],0,0.0
526,TNL-05681-18,1/14/2021 23:38:13,Debbie Mosaheb,Toronto,1,0,1,0,0,0,Payment plan,72.0,1310.03,1365.9816966067865,0,3520.0,3.0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,[],0,1.0
527,TNL-05697-18,1/14/2021 23:50:25,Debbie Mosaheb,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1590.29,1590.29,0,4960.87,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
528,TNL-05797-18,1/15/2021 23:00:37,Nancy Morris,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,3723.52,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
529,TNL-05902-18,1/15/2021 23:08:04,Debbie Mosaheb,Toronto,1,0,0,1,0,1,Postponement of eviction,6.306049004594181,1165.72,1169.02,0,5240.342916006339,6.306049004594181,0,1,1,0,1,-1,1,0,1,0,0,1,1,0,[],0,0.0
530,TNL-05962-18,1/15/2021 23:14:01,Debbie Mosaheb,Toronto,1,0,1,0,0,0,Payment plan,11.0,1050.0,1365.9816966067865,0,3340.0,3.0,0,0,0,1,0,1,0,-1,1,0,1,1,1,0,[],0,1.0
531,TNL-05991-18,1/15/2021 23:18:47,Neil Kaufman,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1565.0,0,3311.9,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
532,TNL-05995-18,1/15/2021 23:26:20,Debbie Mosaheb,Toronto,1,1,0,1,0,0,"Tenant forced out, landlord wants space. All rent was paid.",6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,0,0,0,0,0,1,0,0,0,1,0,[],0,0.0
